@id;name;@lat;@lon;addr:city;addr:postcode;addr:street;addr:housenumber;amenity;cuisine;indoor_seating;outdoor_seating;opening_hours;website;wheelchair;Column1;_1;_2;_3;_4;_5
5219634725;Terracina;474984412;87272400;;;;;restaurant;italian;noodle;pizza;;yes;;;limited;;;;
5250896232;Grütli;474927256;87121796;;;;;restaurant;;;;;;;;;;;;
5313864428;Sabi's Genuss Bistro;474984440;87277842;Winterthur;8400;Metzggasse;3;restaurant;;;;Tu 08:00-23:00; We-Th 09:00-23:00; Fr 08:00-24:00; Sa 09:00-24:00;https://www.sabisbistro.ch/;;;;
5320192449;Restaurant Rossberg;474624948;87146159;Kemptthal;8310;Rossbergstrasse;41;restaurant;regional;;no;;https://rossberg-winterthur.ch/;;;;;;;
5380764624;Erb;474858482;87631807;Winterthur;8405;Hinterdorfstrasse;48;cafe;regional;;yes;Mo-Fr 07:30-18:30; Sa 07:30-18:00;https://www.erb-getraenke.ch/;;;;;;
5524939977;;475421892;87649288;;;;;bbq;;;;;;;;;;;;
5575895524;Wirtschaft zum Landhaus;474886565;88038259;Räterschen;8352;Räterschenstrasse;34;restaurant;;;yes;We-Sa 11:00-22:00, Su-Tu off;https://www.gastro-tipp.ch/tipps_profile_detail.php?profileIDX=2558;;;;;;;
5596257036;;475041946;86867218;;;;;bbq;;;;;;;;;;;;
5715924417;Monte Civetta;475089085;86921959;Winterthur;8408;Wieshofstrasse;44;restaurant;pizza;italian;;;;;no;;;;;
5727215156;Restaurant Rathaus;474998332;87298837;;;;;ice_cream;;;;"open ""Summer""";;yes;;;;;;
5762237953;Roxy Vinyl Cafe;474984965;87321395;Winterthur;8400;Neustadtgasse;1a;cafe;;;;"Tu-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-18:00";;;;;;;;
5763891100;;475126199;87524048;;;;;bbq;;;;;;;;;;;;
5765890212;;475009119;87498160;;;;;bbq;;;;;;;;;;;;
5770385050;Seen Pizza - Kebab;474844248;87628281;Winterthur;8405;Kanzleistrasse;17;fast_food;kebab;pizza;;;Mo-Fr 10:00-21:30; Sa 10:30-21:30;;;;;;
5770385052;Sherazad;474963916;87458858;;;;;restaurant;pizza;;;;;;;;;;;
5995223146;doode Coffee World;475001836;87329684;Winterthur;8400;Obertor;6;cafe;;;;"Mo,Tu 00:00-19:00; We-Sa 08:30-22:00; Su 10:00-17:00";;;;;;;;
6063274103;House of Grill;474952300;87503609;;;;;restaurant;;;;Tu-Su 11:00-23:00;;;;;;;;
6063274104;Domino's;474951468;87505642;;;;;fast_food;pizza;;;"Mo-Fr 11:00-13:30,17:00-24:00; Sa 11:00-24:00; Su 11:00-23:00";;;;;;;;
6082078700;Tandoor Restaurant + Takeaway;475007586;87201508;;8400;;;restaurant;indian;;;Mo-Sa 10:00-20:00;http://www.indian-supermarket.ch/indian/supermarket;;;;;;;
6223030513;Hasan's Sandwich;474979285;87292496;;;Technikumstrasse;32;fast_food;;;;Mo-Sa 11:00-20:30; Su off;https://www.instagram.com/hasanssandwich/;;;;;;
6269893385;Restaurant Schwimmbad Wolfensberg;475135566;87153827;;8400;;;restaurant;;;;;;;;;;;;
6418842769;T4 Steibi;474983824;87299015;;;;;ice_cream;;;;;http://www.steibi-gelateria.ch;;;;;;;
6504247617;Frischtheke;475040568;87638139;;;;;fast_food;;;;;;;;;;;;
6510465867;Pizza con Amore;474924600;87084259;;;Zürcherstrasse;89;fast_food;pizza;;no;;;;;;;;;
6815281822;JC's Housecafe;475058789;87302519;;;;;cafe;;;yes;Mo-Fr 08:00-18:00;;no;;;;;;
6984983151;Esse Musicbar;474937273;87345161;Winterthur;8400;Zeughausstrasse;52;bar;;;;"We,Su 17:00-23:00; Th,Fr 17:00-24:00";https://www.esse-musicbar.ch/;;;;;;;
7091616935;Fondue Keller;475026752;87199275;Winterthur;8400;Tellstrasse;15;restaurant;swiss;fondue;raclette;;no;Tu-Su 17:00-23:00;https://www.fonduekeller-winterthur.com/;limited;;;;
7149547575;;475066484;87598637;;;;;bbq;;;;;;;;;;;;
7149638851;;475028719;87622189;;;;;bbq;;;;;;;;;;;;
7192989721;;474964351;87370622;;;;;bbq;;;;;;;;;;;;
7231454924;Wintimomo;474995172;87197056;Winterthur;8400;Schützenstrasse;10;restaurant;;;no;Mo-Fr 11:00-14:00;;no;;;;;;
7260721504;CUBE3;474986760;87279703;;;Metzggasse;10;cafe;;;;"Mo,We-Th,Sa 08:00-23:45; Tu,Fr 07:00-23:45; Su off";;;;;;;;
7312246385;Ristorante ConCordia;475090675;87172061;;8400;;;restaurant;italian;;;"Tu-Th 17:30-23:00; Fr,Sa 17:30-23:30";https://con-cordia.ch/;;;;;;;
7438158311;Migros Take-Away;475185529;87200141;Winterthur;8400;Schaffhauserstrasse;152;food_court;;;;"Mo-Fr 08:30-20:00, Sa 08:00-18:00; PH off";https://filialen.migros.ch/de/take-away-winterthur-rosenberg;;;;;;;
7438158319;Conditorei Bäckerei Spatz;475181024;87205033;;;;;cafe;;;;;https://www.spatz-dessert.ch/;;;;;;;
7438158320;Coffee Box Snack Bar;475188724;87207062;;;;;cafe;;;;;;;;;;;;
7439496294;Kebab Treff;475105886;86951108;;;;;restaurant;kebab;;;;;;;;;;;
7503079102;Asiaway Restaurant;474984124;87240672;Winterthur;8400;Archplatz;2;restaurant;;;;Mo-Sa 11:30-14:00,17:30-22:00;https://asiaway.ch/;;;;;;;
7503079115;ARCHiE Hot Dog Factory;474984097;87245477;;;;;fast_food;hot_dog;;;;;;;;;;;
7503079116;Asiaway Lounge;474983773;87239922;Winterthur;8400;Archplatz;2;fast_food;;;;Mo-Sa 11:00-22:00;https://asiaway.ch/;;;;;;;
7503079118;Café Archhöfe;474979542;87243914;Winterthur;8400;Archplatz;2;cafe;;;;Mo-Fr 09:00-20:00; Sa 09:00-18:00;https://www.cafearchhoefe.ch/;;;;;;
7632693412;My Home;474894776;87031772;Winterthur;8406;Zürcherstrasse;200;restaurant;;;yes;Mo-Su 06:30-21:00;;;;;;;;
7640643967;;475144201;87374994;;;;;bbq;;;;;;;;;;;;
7685026291;Migros Restaurant;474989820;87202505;;;;;restaurant;;;;Mo-Fr 08:00-20:00; Sa 08:00-18:00;https://filialen.migros.ch/de/migros-restaurant-winterthur-neuwiesen;;;;;;
7685026292;Migros Take-Away;474992587;87213153;Winterthur;8400;Strickerstrasse;3;food_court;;yes;no;"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off";https://filialen.migros.ch/de/take-away-winterthur-neuwiesen-2;;;;;;;
7734615697;Pura Vida;474984388;87301559;;;;;ice_cream;;yes;yes;Mo-Sa 12:00-20:00; Su 13:00-19:00;https://gelateria-puravida.ch/;;;;;;
7734615698;Hinterer Hecht;474981958;87314041;;;;;bar;;;;Mo-Th 08:00-23:00, Fr 08:00-01:00, Sa 09:00-01:00;;;;;;;;
7815260385;Cross;475007543;87265940;Winterthur;8400;Stadthausstrasse;10B;restaurant;barbecue;;yes;;https://www.crossbbq.ch/;;;;;;;
7826688994;Industriehalle;474937731;87106155;Winterthur;8406;Untere Briggerstrasse;79;restaurant;pizza;;;Tu-Su 12:00-04:00;https://industriehalle-kurier.ch/;;;;;;;
7845978708;Big Burger;474940136;87110655;;;Zürcherstrasse;65;restaurant;burger;;;;https://bigburger.ch/;;;;;;;
7845978713;Indian King with Pizza;474970473;87010077;Winterthur;8406;Schlosstalstrasse;68;restaurant;indian;pizza;;;"Mo-Fr 11:30-14:00,17:30-22:00; Sa,Su 17:00-22:00";;;;;;;
7858249070;Brasserie Reh;474992908;87266065;Winterthur;8400;Marktgasse;61;restaurant;brasserie;french;;;"Mo-Th 08:00-22:00; Fr, Sa 08:00-23:00; Su 09:30-19:00";;;;;;;
7969145588;Wildrose Bistro;475054454;87174598;Winterthur;8400;Wülflingerstrasse;36;restaurant;;;;We-Fr 17:00+;https://wildrose-bistro.ch/;;;;;;;
7992692128;Grüner Saal;475035992;87276785;;;;;restaurant;;;;Mo-Fr 11:00-14:00; PH off;https://gruener-saal.sv-restaurant.ch/;yes;;;;;
8128785390;Jimmy's;474980566;87304657;Winterthur;8400;Technikumstrasse;12;restaurant;burger;steak_house;;;Tu-Th 11:00-22:30; Fr-Sa 11:00-24:00; Su 11:00-22:30;;;;;
8199027204;Hans im Glück;475181922;87200889;Winterthur;8400;Schaffhauserstrasse;152;restaurant;burger;yes;yes;Mo-Su 11:00-23:00;https://hansimglueck-burgergrill.de/standort/winterthur-rosenberg;;;;;;;
8519878955;Oberi Pizza;475077003;87554769;;;;;restaurant;pizza;;;"Tu-Th 11:00-13:00,17:00-22:00; Fr 11:00-13:30,17:00-23:00; Sa 17:00-23:00; Su,PH 12:00-22:00";;limited;;;;;;
8550952236;BurgerChuchi;474986696;87308996;;;Unterer Graben;7;fast_food;burger;;;"Mo-Fr 10:00-20:00, Fr,Sa 10:00-21:00; Su off";https://www.burgerchuchi.ch/;;;;;;;
8550999321;;475058715;87544205;;;;;bbq;;;;;;;;;;;;
8874899713;Tayyeb Burger;475012179;87209909;;;;;restaurant;burger;;;"Tu-Th 11:00-14:00,17:00-21:00; Fr 15:00-21:00; Sa,Su 12:00-21:00";https://www.tayyebburger.ch/;;;;;;;
