@id;name;@lat;@lon;addr:city;addr:postcode;addr:street;addr:housenumber;amenity;cuisine;indoor_seating;outdoor_seating;opening_hours;website;wheelchair
9655661532;City Grill;47.4997134;8.7235212;;;;;fast_food;kebab;;;Mo-Fr 06:00-22:00; Sa 07:00-22:00; Su 08:00-22:00;;
9655661535;Tenz Momo;47.4996204;8.7235208;;;;;fast_food;asian;;;"Mo-Fr 07:00-22:00; Sa,Su 10:00-21:00";;
9655661536;Oh My Greek;47.4996523;8.7235447;;;;;fast_food;greek;;;Mo-Fr 07:00-22:00; Sa 09:00-22:00; Su 09:00-21:00;;
9708663946;Viet Long;47.4957497;8.7649323;Winterthur;8404;Fröschenweidstrasse;10;restaurant;vietnamese;;;Mo-Fr 11:00-13:30;https://www.vietlong.ch/;
9813646886;Kafi Theodor;47.5036312;8.7619351;Winterthur;8404;Barbara-Reinhart-Strasse;18;restaurant;coffee_shop;;;;https://kafitheodor.ch/;yes
9858273717;Mini Golf;47.4897385;8.7249465;;;;;bar;;;;;;
9860737813;oh' bois;47.5107247;8.7230168;Winterthur;8400;Rosentalstrasse;65;restaurant;;;;Mo-Fr 09:00-16:30; Sa-Su 11:00-16:30; PH 11:00-16:30;https://stadt.winterthur.ch/themen/leben-in-winterthur/alter-gesundheit-und-soziales/wohnen-im-alter/alterszentren/alterszentrum_rosental/restaurant-oh-bois-im-alterszentrum-rosental;
9880301426;Coop Restaurant Winterthur City;47.4992923;8.7234586;Winterthur;8400;Bahnhofplatz;3;restaurant;;;;;https://www.coop.ch/de/unternehmen/standorte-und-oeffnungszeiten/detail.html/4948/;
9890092428;Bistro 15;47.5064698;8.7286606;;;;;cafe;;;yes;Mo-Su 07:30-19:00;;
9916802629;Rauke;47.4942761;8.7341936;Winterthur;8400;Zeughausstrasse;52;cafe;regional;;;Mo-Sa 09:00-16:00;https://rauke.ch/;
9916802630;LOK.AL;47.4942942;8.7342741;Winterthur;8400;Zeughausstrasse;52;bar;;;;Mo-Sa 16:00-23:00;https://lok.al/;
9972711523;Loilly;47.4990964;8.7209641;;;;;cafe;bubble_tea;;;Mo-Fr 08:00-20:00; Sa 08:00-18:00;;
10083420039;MoBeeThai;47.4932570;8.7606172;;;;;fast_food;;;;Tu-Fr 11:00-14:00;;
10114694925;Aymez Grill House;47.4960949;8.7496999;;;;;fast_food;;;;Mo-Sa 09:00-23:00; Su 11:00-23:00;;
10141182877;Blumen-Café Fany;47.4984926;8.7236875;Winterthur;8400;Archstrasse;4;cafe;;;;Mo-Sa 08:00-18:00;https://www.blumen-cafe.ch/;
10200593790;Dachterrasse zum Wiedehopf;47.5076405;8.7297795;;;;;bar;;;;We-Sa 16:00 - 23:00;https://zum-wiedehopf.ch;limited
10570538138;Cafè Spettacolo;47.4995056;8.7283165;;;Marktgasse;37;cafe;;yes;yes;Mo-Sa 06:00-19:00; Su 08:00-18:00;;yes
10614201722;Sumak Sumak;47.4999092;8.7317937;;;Obertor;27;restaurant;turkish;;;Mo 11:00-21:30; Tu-Th 11:00-22:00; Fr-Sa 11:00-22:30; Su off;;
10649464133;A Modo Mio;47.4981488;8.7324907;;;General-Guisan-Strasse;1;fast_food;;;;"Mo 11:00-14:00; Tu-Th 11:00-14:00,17:00-22:00; Fr-Sa 11:00-14:00,17:00-22:30; Su 17:00-22:00";https://winterthur.amodomio.ch/;
10649506774;Thai Take Away;47.4982238;8.7325352;;;General-Guisan-Strasse;1;restaurant;;;;Mo-Th 10:00-22:00; Fr-Sa 10:00-21:00; Su off;;
10774850130;Lux;47.4971572;8.7214294;Winterthur;8400;Untere Vogelsangstrasse;12;bar;;;;;;limited
10774870624;Vio;47.4972618;8.7215176;Winterthur;8400;Untere Vogelsangstrasse;12;bar;;;;"Fr,Sa 21:00-04:00";;limited
10908421505;brewhouse Winterthur;47.4953458;8.7181533;;;Lagerplatz;4;pub;;yes;yes;"Su-Th 11:00-22:00; Fr,Sa 11:00-24:00";https://www.brewhouse.restaurant/de/p/home-1125.html;yes
10915551274;;47.5183499;8.7426136;;;;;bbq;;;;;;
11054865778;Kornhaus;47.4982435;8.7228328;Winterthur;8400;Untere Vogelsangstrasse;2-4;bar;;;;;;
11233255992;Schlosstal;47.5064541;8.6841850;Winterthur;8408;Wieshofstrasse;102;restaurant;;;;"Mo-Fr 07:00-17:00; Sa,Su,PH 13:00-17:00";https://ipw.ch/ueber-uns/gastronomie-1;
11233267402;Shadi's Food;47.4971391;8.7470746;Winterthur;8404;Kronaustrasse;2;fast_food;lebanese;;;Mo 11:30-19:30; Tu 11:30-18:30; We-Sa 11:30-20:30;https://shadisfood.ch/;
11238072140;Sherpa MoMo & Sushi Takeaway;47.5013124;8.7472024;;;Römerstrasse;74;fast_food;;;;;;
11238523573;Ammas Curry;47.4943437;8.7179944;;;Lagerplatz;19;fast_food;;;;Mo-Fr 11:30-13:30;;
11262554588;Keren Bar;47.5013092;8.7211198;;;;;bar;;;;;;
11482463986;;47.4697686;8.7543380;;;;;bbq;;;;;;
11524983451;;47.5409148;8.7675257;;;;;bbq;;;;;;
11524983468;;47.5402979;8.7680932;;;;;bbq;;;;;;
11525703466;;47.5372045;8.7548657;;;;;bbq;;;;;;
11554643226;Gocha;47.4988827;8.7211451;;;;;restaurant;burger;pizza;pasta;yes;yes;;;yes
11563934256;Wintialp;47.5011917;8.7273023;Winterthur;8400;Im Stadtpark;;restaurant;;;;Nov-Feb;;
11650814090;;47.5070579;8.6658908;;;;;bbq;;;;;;
11670287541;Clubrestaurant La Gloria;47.4624689;8.7135664;;;;;restaurant;;;;07:00-00:00;;
11725796522;Ristorante La Rosa;47.4935234;8.7155047;;;;;restaurant;italian;;yes;"Tu-Fr 11:00-14:00,18:00-23:00; Sa 16:00-23:00; Su 11:00-17:00";https://www.ristorante-larosa.ch/;
11742734354;Salon Erika;47.5011751;8.7183378;;;;;bar;;;;;;
11818443358;Transit Laden + Bistro;47.5051637;8.7746191;Winterthur;8409;Rümikerstrasse;45;cafe;;;;;https://stadt.winterthur.ch/themen/leben-in-winterthur/arbeit-steuern/arbeitsintegration/dienstleitungen-und-produkte/transit-hegi;
12128125202;Bistro Villa Sträuli;47.5016982;8.7286933;;;;;restaurant;italian;mediterranean;;;Mo-Fr 10:00-14:00;https://www.villastraeuli.ch/de/bistro;
12145809201;Pizzeria Don Camillo;47.4980547;8.7277825;;;;;restaurant;italian;;;;;
